Region,Reef,Plot,TagID,Q,L,W,H,% Live,Colony Type,Isolates,RM Rank,RM1,RM2,RM3,Bleach Rank,R Present,W Present,Dmsl Rank,Snail Count,TS df,TS df juv,YT df,YT df juv
Florida Keys,Elbow Reef,EL2,EL2-t069,10,125,65,53,50%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,2
Florida Keys,Elbow Reef,EL2,EL2-t070,10,17,12,7,98%,EC,,1,FS,none,none,0,N,N,0,1,0,0,1,0
Florida Keys,Elbow Reef,EL2,EL2-t071,10,17,8,2,45%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t072,10,80,68,20,5%,RC,,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t073,10,117,104,55,75%,BC,,1,CL,none,none,0,N,N,0,0,0,0,1,1
Florida Keys,Elbow Reef,EL2,EL2-t913,10,210,130,85,60%,BC,,0,none,none,none,0,N,N,0,0,0,0,1,1
Florida Keys,Elbow Reef,EL3,EL3-t075,10,35,27,34,35%,RC,,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t076,10,122,63,70,55%,BC,,1,FS,CL,none,0,N,N,0,7,1,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t077,10,63,25,23,40%,RC,,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t078,10,34,25,33,50%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t079,10,37,22,32,35%,RC,,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t081,10,45,25,62,60%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t083,10,87,70,46,50%,RC,,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t084,10,112,59,53,25%,RC,,1,CL,CB,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t086,10,155,83,62,45%,BC,,1,CL,FS,none,0,N,Y,0,1,0,1,1,0
Florida Keys,Elbow Reef,EL3,EL3-t911,10,76,37,43,65%,BC,,0,none,none,none,0,N,N,0,1,0,0,1,0
Florida Keys,Elbow Reef,EL4,EL4-t153,10,165,125,70,70%,BC,,1,CL,CB,FS,0,N,N,0,1,0,0,1,0
Florida Keys,Elbow Reef,EL4,EL4-t154,10,115,84,72,65%,BC,,1,FS,CL,CB,0,N,N,0,4,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t158,10,45,32,45,75%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t159,10,11,7,3,80%,EC,,0,none,none,none,0,N,N,0,1,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t160,10,36,32,29,75%,JC,,0,none,none,none,0,N,N,0,6,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t162,10,40,34,25,90%,BC,,2,FS,none,none,1,N,N,0,5,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t164,10,17,14,16,60%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t165,10,9,6,5,95%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t168,10,126,105,76,98%,BC,,0,none,none,none,0,N,N,0,0,0,0,1,1
Florida Keys,Elbow Reef,EL4,EL4-t922,10,30,12,10,80%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t170,10,20,17,23,5%,RC,,2,WBD,CB,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t177,10,60,57,39,80%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t180,10,105,89,58,65%,BC,,0,none,none,none,1,Y,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL5,EL5-t183,10,14,12,10,95%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t001,10,25,18,20,85%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t002,10,64,45,38,60%,BC,,1,FS,CB,none,0,N,N,0,5,0,0,1,0
Florida Keys,French Reef,FR1,FR1-t003,10,8,7,5,100%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t004,10,95,80,85,30%,RC,,1,CB,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t005,10,130,90,70,35%,BC,,0,none,none,none,1,N,N,1,0,2,0,1,1
Florida Keys,French Reef,FR1,FR1-t006,10,125,105,65,60%,BC,,0,none,none,none,1,N,N,1,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t007,10,42,35,28,40%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t008,10,75,65,60,75%,BC,,0,none,none,none,0,N,N,1,0,3,0,1,0
Florida Keys,French Reef,FR1,FR1-t009,10,180,163,62,55%,BC,,0,none,none,none,0,N,N,1,0,3,0,0,0
Florida Keys,French Reef,FR1,FR1-t010,10,60,50,42,45%,BC,,1,CL,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t011,10,9,8,7,100%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t012,10,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t102,10,145,103,70,10%,RC,,1,FS,none,none,0,N,N,3,2,1,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t103,10,120,64,66,75%,BC,,1,FS,none,none,0,N,N,3,6,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t104,10,120,73,66,15%,BC,,0,none,none,none,0,N,N,0,0,2,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t105,10,220,155,80,25%,RC,,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t106,10,105,70,45,20%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t107,10,107,80,61,45%,RC,,1,FS,PFB,WPx,0,N,N,1,8,2,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t108,10,160,90,80,40%,BC,,1,WPx,none,none,0,N,N,2,0,2,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t109,10,75,55,42,2%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t110,10,175,105,85,30%,RC,,0,none,none,none,0,N,N,0,1,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t904,10,8,7,11,95%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL2,KL2-t116,10,8,6,6,75%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL2,KL2-t123,10,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL2,KL2-t907,10,6,4,2,70%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t215,10,62,44,40,25%,RC,,0,none,none,none,3,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t216,10,58,49,40,80%,BC,,2,FS,CL,none,0,N,N,1,2,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t217,10,65,60,48,15%,RC,,1,RTL,none,none,0,N,N,1,1,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t219,10,190,119,50,15%,BC,,1,FS,none,none,0,N,N,0,5,2,0,1,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t220,10,85,71,45,10%,BC,,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t222,10,6,5,5,100%,JC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t223,10,42,21,30,20%,BC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t224,10,27,24,12,20%,RC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t227,10,12,11,5,80%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t013,10,136,82,63,70%,BC,,1,CL,none,none,0,N,Y,1,0,1,0,0,1
Florida Keys,Molasses Reef,ML1,ML1-t014,10,105,85,43,25%,BC,,1,FS,CB,none,0,N,Y,0,7,1,0,1,0
Florida Keys,Molasses Reef,ML1,ML1-t015,10,23,22,22,90%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t016,10,75,71,28,85%,BC,,0,none,none,none,0,N,Y,0,0,0,0,1,2
Florida Keys,Molasses Reef,ML1,ML1-t017,10,48,45,36,25%,BC,,1,FS,none,none,0,N,N,0,3,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t018,10,22,15,15,90%,JC,,0,none,none,none,0,N,Y,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t020,10,200,140,105,15%,RC,,1,WPx,FS,none,0,N,N,0,2,0,0,1,0
Florida Keys,Molasses Reef,ML1,ML1-t021,10,17,13,7,90%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t022,10,27,22,12,80%,JC,,5,FS,CB,none,0,N,N,0,2,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t920,10,13,9,6,100%,EC,,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t921,10,20,8,7,90%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t126,10,235,160,85,35%,BC,,2,FS,RTL,CB,0,N,N,1,14,4,1,1,1
Florida Keys,Molasses Reef,ML2,ML2-t127,10,44,39,35,95%,BC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t128,10,31,26,22,70%,JC,,3,FS,none,none,0,N,N,0,3,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t129,10,140,120,65,25%,BC,,0,none,none,none,0,N,N,1,0,2,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t130,10,165,87,65,40%,BC,,1,FS,WBD,CB,0,N,N,1,2,1,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t131,10,115,108,56,30%,BC,,1,CB,none,none,0,N,N,1,0,1,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t132,10,160,88,75,60%,BC,,1,WBD,CB,none,1,N,N,1,6,1,0,1,0
Florida Keys,Molasses Reef,ML2,ML2-t137,10,6,5,1,100%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t139,10,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Molasses Reef,ML2,ML2-t141,10,33,22,26,30%,RC,,0,none,none,none,0,Y,N,0,2,1,0,0,0
Florida Keys,Molasses Reef,ML2,ML2-t142,10,36,29,31,5%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t144,10,110,85,65,60%,RC,,1,CB,none,none,0,Y,N,0,0,0,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t145,10,130,75,55,85%,BC,,2,CB,none,none,0,Y,N,1,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t146,10,150,115,78,75%,BC,,1,CB,none,none,0,Y,N,1,0,1,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t147,10,230,200,70,35%,BC,,2,RTL,FS,CB,0,N,Y,0,7,3,0,2,0
Florida Keys,Molasses Reef,ML3,ML3-t148,10,116,82,62,50%,BC,,0,none,none,none,0,Y,N,0,2,1,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t150,10,40,24,28,95%,BC,,0,none,none,none,0,Y,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t184,10,203,167,80,98%,BC,,5,CB,none,none,0,Y,N,1,0,1,0,1,0
Florida Keys,Molasses Reef,ML3,ML3-t185,10,16,14,11,100%,JC,,0,none,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t186,10,30,24,10,95%,JC,,0,none,none,none,0,Y,N,0,0,0,0,0,0
Florida Keys,Molasses Reef,ML3,ML3-t915,10,30,23,27,98%,JC,,0,none,none,none,1,Y,N,0,0,1,0,1,0
Florida Keys,Carysfort Reef,CF1,CF1-t024,11,90,74,57,25%,BC,,1,FS,none,none,0,N,N,0,3,0,0,1,0
Florida Keys,Carysfort Reef,CF1,CF1-t027,11,85,80,70,10%,RC,,1,RTL,CL,none,0,N,N,0,0,0,0,1,0
Florida Keys,Carysfort Reef,CF1,CF1-t032,11,16,12,5,20%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF1,CF1-t033,11,235,115,100,40%,BC,,2,RTL,FS,CB,0,N,N,1,13,1,0,1,0
Florida Keys,Carysfort Reef,CF1,CF1-t034,11,55,41,60,20%,BC,,2,RTL,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t038,11,213,181,95,30%,BC,,1,FS,PFB,none,0,N,N,1,9,1,0,1,0
Florida Keys,Carysfort Reef,CF2,CF2-t040,11,127,43,62,35%,BC,,2,RTL,FS,FP,0,N,N,0,4,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t041,11,126,58,75,30%,BC,,1,PFB,FP,none,0,N,N,1,0,1,0,1,0
Florida Keys,Carysfort Reef,CF2,CF2-t042,11,47,35,12,80%,EC,,0,none,none,none,0,N,N,1,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t043,11,129,76,50,80%,BC,,2,FS,CL,none,0,N,N,0,6,1,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t044,11,105,65,45,1%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t045,11,130,102,78,75%,BC,,1,PFB,none,none,0,N,N,1,0,1,0,1,0
Florida Keys,Carysfort Reef,CF2,CF2-t046,11,69,42,37,45%,BC,,2,FS,PFB,CB,0,N,N,0,1,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t047,11,182,105,60,65%,BC,,1,PFB,none,none,0,N,N,1,0,0,0,0,0
Florida Keys,Carysfort Reef,CF2,CF2-t048,11,120,86,70,75%,BC,,1,PFB,FP,none,0,N,N,0,0,0,0,1,0
Florida Keys,Carysfort Reef,CF2,CF2-t049,11,140,75,55,35%,BC,,1,FS,PFB,none,0,N,N,0,9,0,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t088,11,265,135,95,45%,BC,,1,FS,CL,CB,0,N,N,1,6,5,0,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t090,11,317,155,68,65%,BC,,1,FS,FP,CL,0,N,N,3,8,6,1,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t091,11,28,26,21,100%,JC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t092,11,185,130,58,35%,BC,,0,none,none,none,0,N,N,1,0,3,1,1,0
Florida Keys,Carysfort Reef,CF3,CF3-t093,11,60,43,35,20%,RC,,3,RTL,FS,none,0,N,N,0,3,0,3,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t095,11,190,133,90,65%,BC,,1,Oth,none,none,0,N,N,1,3,4,0,1,1
Florida Keys,Carysfort Reef,CF3,CF3-t916,11,33,30,31,80%,JC,,4,FS,CL,none,2,N,N,0,2,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t917,11,7,7,6,10%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t918,11,6,5,5,90%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Carysfort Reef,CF3,CF3-t919,11,13,11,11,75%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t050,11,20,11,8,99%,JC,,0,none,none,none,0,Y,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t051,11,167,145,92,25%,BC,,1,FS,WBD,PFB,0,N,N,0,7,1,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t052,11,275,175,75,70%,BC,,1,WBD,CB,FP,0,Y,Y,1,6,3,1,2,10
Florida Keys,Elbow Reef,EL1,EL1-t054,11,145,115,57,65%,BC,,1,FP,PFB,none,0,Y,N,2,2,1,0,1,0
Florida Keys,Elbow Reef,EL1,EL1-t055,11,212,157,64,80%,BC,,2,CL,FP,CB,0,N,N,2,0,2,1,1,3
Florida Keys,Elbow Reef,EL1,EL1-t056,11,87,56,42,60%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t058,11,42,25,15,5%,EC,,1,PFB,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t059,11,6,4,3,100%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t060,11,28,20,23,80%,RC,,2,PFB,none,none,1,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t061,11,35,25,35,75%,JC,,1,FS,none,none,1,Y,N,0,3,0,0,0,0
Florida Keys,Elbow Reef,EL1,EL1-t062,11,13,13,3,100%,EC,,0,none,none,none,1,Y,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t064,11,10,8,8,100%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t065,11,105,90,83,10%,BC,,1,FS,CB,none,0,N,N,0,4,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t066,11,107,76,80,40%,BC,,1,WBD,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t067,11,59,30,23,20%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t068,11,6,6,1,90%,EC,,0,none,none,none,2,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL2,EL2-t069,11,127,65,53,50%,BC,,1,CL,none,none,0,N,N,0,0,0,1,1,3
Florida Keys,Elbow Reef,EL2,EL2-t070,11,17,14,10,100%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t071,11,16,7,2,50%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t072,11,80,68,20,5%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL2,EL2-t073,11,125,104,55,80%,BC,,2,FP,none,none,0,N,N,0,0,0,0,5,5
Florida Keys,Elbow Reef,EL2,EL2-t913,11,215,135,85,65%,BC,,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Elbow Reef,EL3,EL3-t075,11,35,27,40,40%,BC,,0,none,none,none,0,Y,N,0,0,0,1,0,0
Florida Keys,Elbow Reef,EL3,EL3-t076,11,125,63,70,60%,BC,,1,FS,Oth,none,0,Y,N,0,5,1,1,0,0
Florida Keys,Elbow Reef,EL3,EL3-t077,11,63,26,25,40%,RC,,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t078,11,35,25,33,45%,RC,,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t079,11,37,22,32,35%,RC,,0,none,none,none,0,N,N,0,0,0,0,1,1
Florida Keys,Elbow Reef,EL3,EL3-t081,11,44,28,62,55%,RC,,1,FS,RTL,none,0,N,N,0,4,0,0,0,0
Florida Keys,Elbow Reef,EL3,EL3-t083,11,87,70,46,50%,BC,,0,none,none,none,0,N,N,0,0,0,0,1,1
Florida Keys,Elbow Reef,EL3,EL3-t084,11,111,60,62,25%,RC,,1,WPx,none,none,0,Y,N,0,0,1,0,0,1
Florida Keys,Elbow Reef,EL3,EL3-t086,11,155,86,65,40%,BC,,2,WPx,FS,none,0,Y,Y,0,1,1,0,1,1
Florida Keys,Elbow Reef,EL3,EL3-t911,11,78,37,44,65%,BC,,1,FS,none,none,0,N,N,0,2,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t153,11,168,127,72,70%,BC,,1,CL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t154,11,117,84,72,55%,BC,,2,FS,CL,CB,0,N,N,0,8,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t158,11,47,34,47,75%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t159,11,12,7,5,85%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t160,11,37,34,29,75%,JC,,0,none,none,none,0,N,N,0,0,0,1,0,0
Florida Keys,Elbow Reef,EL4,EL4-t162,11,40,36,27,80%,BC,,4,FS,none,none,0,Y,N,0,7,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t164,11,16,14,16,60%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t165,11,11,9,5,90%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t168,11,127,113,78,98%,BC,,5,FP,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL4,EL4-t922,11,29,10,11,80%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t170,11,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Elbow Reef,EL5,EL5-t177,11,61,59,39,85%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t180,11,107,90,58,70%,BC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Elbow Reef,EL5,EL5-t183,11,13,11,10,95%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t001,11,25,18,20,70%,RC,,5,RTL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t002,11,64,45,38,55%,BC,,2,FS,PFB,PFB,0,N,N,0,3,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t003,11,8,7,6,40%,EC,,5,RTL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t004,11,93,82,85,25%,RC,,1,CB,none,none,0,N,Y,1,0,1,0,0,0
Florida Keys,French Reef,FR1,FR1-t005,11,130,90,70,35%,BC,,0,none,none,none,0,N,N,0,0,1,0,1,2
Florida Keys,French Reef,FR1,FR1-t006,11,125,105,65,60%,BC,,1,FP,none,none,0,N,N,1,0,1,0,1,1
Florida Keys,French Reef,FR1,FR1-t007,11,45,35,28,15%,RC,,3,RTL,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,French Reef,FR1,FR1-t008,11,78,68,60,80%,BC,,1,WPx,none,none,0,N,N,1,0,3,1,2,2
Florida Keys,French Reef,FR1,FR1-t009,11,185,162,65,60%,BC,,1,WPx,none,none,0,N,N,2,0,4,0,0,0
Florida Keys,French Reef,FR1,FR1-t010,11,60,50,42,45%,BC,,0,none,none,none,0,N,N,1,0,1,0,1,1
Florida Keys,French Reef,FR1,FR1-t011,11,9,8,7,100%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t102,11,142,103,70,10%,BC,,1,FS,none,none,0,N,N,2,0,1,0,1,2
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t103,11,123,62,66,70%,BC,,3,FS,none,none,0,N,N,3,3,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t104,11,120,75,65,15%,BC,,1,FS,none,none,0,N,N,0,1,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t105,11,223,155,80,25%,BC,,1,CL,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t106,11,105,70,45,25%,RC,,0,none,none,none,0,N,N,0,0,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t107,11,108,79,55,45%,BC,,1,FS,RTL,none,0,N,N,1,8,2,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t108,11,160,90,80,40%,BC,,1,CB,none,none,0,N,N,2,0,1,1,2,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t109,11,70,50,42,5%,RC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t110,11,175,105,85,30%,RC,,1,WBD,FP,none,0,N,N,0,0,0,0,1,0
Florida Keys,Key Largo Dry Rocks,KL1,KL1-t904,11,8,8,12,80%,JC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL2,KL2-t116,11,9,7,8,85%,EC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL2,KL2-t907,11,,,,0%,D,,,,,,,N,N,,,,,,
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t215,11,62,44,42,30%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t216,11,61,50,45,80%,BC,,2,CL,none,none,0,N,N,1,1,1,0,1,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t217,11,65,60,47,10%,RC,,1,CB,none,none,0,N,N,1,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t219,11,188,118,51,20%,BC,,1,FS,none,none,0,N,N,1,9,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t220,11,88,70,45,15%,BC,,0,none,none,none,0,N,N,1,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t222,11,7,5,5,100%,JC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t223,11,42,18,33,20%,BC,,0,none,none,none,0,N,N,0,0,1,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t224,11,13,12,13,80%,RC,,0,none,none,none,0,N,N,0,0,0,0,0,0
Florida Keys,Key Largo Dry Rocks,KL3,KL3-t227,11,12,11,5,80%,EC,,0,none,none,none,0,N,N,1,0,0,0,0,0
Florida Keys,Molasses Reef,ML1,ML1-t013,11,140,85,63,75%,BC,,1,CL,none,none,0,N,Y,1,0,1,0,1,0
Florida Keys,Molasses Reef,ML1,ML1-t014,11,110,85,45,20%,BC,,1,FS,CB,none,0,N,Y,1,8,1,0,1,0
